DRG v11.0,Description," Same-Day
Payment List","Bundled
ICU","Lower
Bound","Upper
Bound",PPSA - National,"Paediatric
Adjustment",Same Day,"Short-Stay Outlier
Base","Short-Stay Outlier
Per Diem",Inlier,"Long-Stay Outlier
Per Diem",PPSA - NSW,PPSA - Vic,PPSA - Qld,PPSA - SA,PPSA - WA,PPSA - Tas,PPSA - NT,PPSA - ACT,Unnamed: 21,Category,Adjustment,Unnamed: 24,Unnamed: 25,Private Patient Accommodation Adjustment,Same Day AA/ASA/NA,Overnight AA/ASA/NA,Same Day MH,Overnight MH,Unnamed: 31,Indigenous Status,Flag,Adj,Unnamed: 35,Patient Remoteness,Adjustment.1,Unnamed: 38,Funding ,Private Flag,Inscope Flag,Unnamed: 42,postcode,ra2021,Unnamed: 45,SA2,ra2021.1,Unnamed: 48,Caretype,Description.1,Inscope,Unnamed: 52,MDC 19/20,Age <= 17,Specialist Hospital,Code,Specialist Psych,Unnamed: 58,Funding Input,Selection,Unnamed: 61,IHPA DSS Data Set Selection,2011-12 and Earlier,Unnamed: 64,2012-13 and Later,Unnamed: 66,Adopted Private Flag,Adopted Inscope Flag,Unnamed: 69,HAC Group,Base Score,Age Group - 0-5,Age Group - 5-10,Age Group -10-15,Age Group - 15-20,Age Group - 20-25,Age Group - 25-30,Age Group - 30-35,Age Group - 35-40,Age Group - 40-45,Age Group - 45-50,Age Group - 50-55,Age Group - 55-60,Age Group - 60-65,Age Group - 65-70,Age Group - 70-75,Age Group - 75-80,Age Group - 80-85,Age Group - 85-90,Age Group - 90-95,Age Group - 95-99,Unnamed: 92,DRG v10.0,Type,MDC,Unnamed: 96,HAC Group.1,I,M,Unnamed: 100,HAC Group - MDC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
F17A,"Insertion and Replacement of Pacemaker Generator, Major Complexity",0.0,0.0,1.0,11.0,0.434,1.0,,,,2.3317,0.2584,0.617,0.441,0.359,0.187,0.182,0.199,0.031,0.434,,,,,,,,,,,,,,,,,,,,,,,PC2233,0,,111021219.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F14A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F17B,"Insertion and Replacement of Pacemaker Generator, Minor Complexity",0.0,0.0,1.0,3.0,0.463,1.0,,,,1.247,0.1882,0.802,0.463,0.331,0.187,0.182,0.199,0.031,0.463,,,,,,,,,,,,,,,,,,,,,,,PC2234,0,,111021220.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F14B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F18Z,Other Pacemaker Interventions,0.0,0.0,1.0,16.0,0.16,1.0,,,,2.6432,0.301,0.311,0.241,0.16,0.187,0.182,0.199,0.031,0.16,,,,,,,,,,,,,,,,,,,,,,,PC2250,0,,111021221.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F14C,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F19A,"Trans-Vascular Percutaneous Cardiac Intervention, Major Complexity",0.0,0.0,2.0,25.0,0.338,0.92,,1.8042,2.0183,5.8407,0.2664,0.361,0.241,0.16,0.187,0.182,0.199,0.031,0.338,,,,,,,,,,,,,,,,,,,,,,,PC2251,0,,111031222.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F17A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F19B,"Trans-Vascular Percutaneous Cardiac Intervention, Minor Complexity",0.0,0.0,1.0,5.0,0.261,1.28,,,,2.218,0.3017,0.242,0.241,0.16,0.187,0.182,0.199,0.031,0.261,,,,,,,,,,,,,,,,,,,,,,,PC2256,0,,111031223.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F17B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F20Z,Vein Ligation and Stripping,0.0,0.0,1.0,4.0,0.131,1.12,,,,0.9067,0.367,0.169,0.241,0.064,0.187,0.182,0.199,0.031,0.131,,,,,,,,,,,,,,,,,,,,,,,PC2257,0,,111031224.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F18Z,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F21A,"Other Circulatory System GIs, Major Complexity",0.0,0.0,6.0,61.0,0.093,1.0,,0.6281,0.9126,6.104,0.2246,0.141,0.241,0.032,0.187,0.182,0.199,0.031,0.093,,,,,,,,,,,,,,,,,,,,,,,PC2258,0,,111031225.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F19A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F21B,"Other Circulatory System GIs, Intermediate Complexity",1.0,0.0,2.0,23.0,0.11,1.0,0.4189,0.5649,1.1168,2.7986,0.2163,0.155,0.241,0.032,0.187,0.182,0.199,0.031,0.11,,,,,,,,,,,,,,,,,,,,,,,PC2259,0,,111031226.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F19B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F21C,"Other Circulatory System GIs, Minor Complexity",1.0,0.0,1.0,11.0,0.125,1.09,0.4928,,,1.6883,0.1984,0.141,0.241,0.032,0.187,0.182,0.199,0.031,0.125,,,,,,,,,,,,,,,,,,,,,,,PC2260,0,,111031227.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F20Z,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F22Z,Insertion of Artificial Heart Device,0.0,0.0,14.0,132.0,0.242,1.0,,14.1904,3.3173,60.6319,0.9072,0.311,0.241,0.16,0.187,0.182,0.199,0.031,0.242,,,,,,,,,,,,,,,,,,,,,,,PC2261,0,,111031228.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F21A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F23Z,Heart Transplantation,0.0,0.0,13.0,121.0,0.242,1.0,,3.6486,1.9398,28.8659,0.6103,0.311,0.241,0.16,0.187,0.182,0.199,0.031,0.242,,,,,,,,,,,,,,,,,,,,,,,PC2262,0,,111031229.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F21B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F24A,"Interventional Coronary Procedures, Not Admitted for AMI, Major Complexity",0.0,0.0,1.0,16.0,0.211,1.15,,,,3.3419,0.2608,0.271,0.274,0.115,0.346,0.326,0.199,0.031,0.211,,,,,,,,,,,,,,,,,,,,,,,PC2263,0,,111031230.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F21C,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F24B,"Interventional Coronary Procedures, Not Admitted for AMI, Minor Complexity",0.0,0.0,1.0,4.0,0.362,1.61,,,,1.7007,0.2967,0.471,0.326,0.225,0.412,0.47,0.199,0.031,0.362,,,,,,,,,,,,,,,,,,,,,,,PC2264,0,,111031231.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F22Z,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F25A,"Percutaneous Heart Valve Replacement with Bioprosthesis, Major Complexity",0.0,0.0,3.0,32.0,0.404,1.0,,5.4829,1.3664,9.5821,0.309,0.311,0.47,0.16,0.187,0.182,0.199,0.031,0.404,,,,,,,,,,,,,,,,,,,,,,,PC2265,0,,111031232.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F23Z,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F25B,"Percutaneous Heart Valve Replacement with Bioprosthesis, Minor Complexity",0.0,0.0,1.0,9.0,0.436,1.0,,,,6.1125,0.408,0.311,0.47,0.16,0.187,0.182,0.199,0.031,0.436,,,,,,,,,,,,,,,,,,,,,,,PC2267,0,,111031233.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F24A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40A,"Circulatory Disorders with Ventilator Support, Major Complexity",0.0,0.0,3.0,28.0,0.1,1.0,,0.2035,1.8879,5.8671,0.2914,0.311,0.241,0.16,0.187,0.182,0.199,0.031,0.1,,,,,,,,,,,,,,,,,,,,,,,PC2278,0,,111031234.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F24B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F40B,"Circulatory Disorders with Ventilator Support, Minor Complexity",0.0,0.0,1.0,9.0,0.099,1.0,,,,2.675,0.3575,0.311,0.241,0.16,0.187,0.182,0.199,0.031,0.099,,,,,,,,,,,,,,,,,,,,,,,PC2280,0,,111031235.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F25A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F41A,"Circulatory Disorders, Admitted for AMI with Invasive Cardiac Investigative Interventions, Major Complexity",0.0,0.0,2.0,21.0,0.148,1.0,,0.4355,1.2594,2.9544,0.2501,0.199,0.13,0.084,0.127,0.128,0.199,0.031,0.148,,,,,,,,,,,,,,,,,,,,,,,PC2281,0,,112011236.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F25B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F41B,"Circulatory Disorders, Admitted for AMI with Invasive Cardiac Investigative Interventions, Minor Complexity",1.0,0.0,1.0,11.0,0.171,1.0,0.7464,,,1.6606,0.264,0.251,0.137,0.077,0.139,0.137,0.199,0.031,0.171,,,,,,,,,,,,,,,,,,,,,,,PC2282,0,,112011237.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F40A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F42A,"Circulatory Disorders, Not Admitted for AMI with Invasive Cardiac Investigative Interventions, Major Complexity",0.0,0.0,1.0,18.0,0.145,1.17,,,,2.28,0.259,0.184,0.14,0.082,0.093,0.152,0.068,0.031,0.145,,,,,,,,,,,,,,,,,,,,,,,PC2283,0,,112011238.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F40B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F42B,"Circulatory Disorders, Not Admitted for AMI with Invasive Cardiac Investigative Interventions, Minor Complexity",1.0,0.0,1.0,8.0,0.212,2.0,0.6327,,,1.2968,0.2339,0.264,0.197,0.143,0.147,0.171,0.068,0.031,0.212,,,,,,,,,,,,,,,,,,,,,,,PC2284,0,,112011239.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F41A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F43A,"Circulatory Disorders with Non-Invasive Ventilation, Major Complexity",0.0,0.0,4.0,39.0,0.078,1.65,,0.0803,1.2534,5.094,0.2508,0.111,0.057,0.039,0.187,0.182,0.199,0.031,0.078,,,,,,,,,,,,,,,,,,,,,,,PC2285,0,,112011240.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F41B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F43B,"Circulatory Disorders with Non-Invasive Ventilation, Minor Complexity",0.0,0.0,2.0,22.0,0.07,1.0,,0.0405,1.2951,2.6307,0.2549,0.102,0.047,0.044,0.187,0.182,0.199,0.031,0.07,,,,,,,,,,,,,,,,,,,,,,,PC2286,0,,112011241.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F42A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F60A,"Circulatory Disorders, Admitted for AMI without Invasive Cardiac Investigative Interventions",0.0,0.0,1.0,14.0,0.099,1.0,,,,1.3075,0.2625,0.155,0.065,0.047,0.042,0.086,0.036,0.03,0.099,,,,,,,,,,,,,,,,,,,,,,,PC2287,0,,112011242.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F42B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F60B,"Circulatory Disorders, Admitted for AMI without Invasive Cardiac Investigative Interventions, Transferred < 5 Days",0.0,0.0,1.0,4.0,0.164,1.0,,,,0.5747,,0.173,0.122,0.126,0.788,0.072,0.036,0.03,0.164,,,,,,,,,,,,,,,,,,,,,,,PC2289,0,,112011243.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F43A,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F61A,"Infective Endocarditis, Major Complexity",0.0,0.0,12.0,29.0,0.092,1.0,,0.0766,0.47,5.7166,0.1938,0.108,0.077,0.057,0.072,0.064,0.036,0.03,0.092,,,,,,,,,,,,,,,,,,,,,,,PC2290,0,,112021244.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F43B,I,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F61B,"Infective Endocarditis, Minor Complexity",0.0,0.0,3.0,27.0,0.089,1.0,,0.0805,0.8005,2.482,0.1394,0.109,0.077,0.057,0.072,0.064,0.036,0.03,0.089,,,,,,,,,,,,,,,,,,,,,,,PC2291,0,,112021245.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F60A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F62A,"Heart Failure and Shock, Major Complexity",0.0,0.0,3.0,28.0,0.073,1.0,,0.0,0.8779,2.6337,0.2349,0.1,0.049,0.041,0.041,0.048,0.024,0.03,0.073,,,,,,,,,,,,,,,,,,,,,,,PC2292,0,,112021246.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F60B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F62B,"Heart Failure and Shock, Minor Complexity",0.0,0.0,1.0,11.0,0.082,1.0,,,,0.9595,0.215,0.12,0.053,0.039,0.04,0.05,0.024,0.03,0.082,,,,,,,,,,,,,,,,,,,,,,,PC2293,0,,112021247.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F61A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F62C,"Heart Failure and Shock, Transferred < 5 Days",0.0,0.0,1.0,4.0,0.084,1.0,,,,0.5173,,0.132,0.081,0.068,0.037,0.049,0.024,0.03,0.084,,,,,,,,,,,,,,,,,,,,,,,PC2294,0,,112021248.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F61B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F63A,"Venous Thrombosis, Major Complexity",1.0,0.0,1.0,15.0,0.1,1.0,0.1874,,,1.2974,0.2201,0.143,0.099,0.052,0.072,0.064,0.036,0.03,0.1,,,,,,,,,,,,,,,,,,,,,,,PC2295,0,,112021249.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F62A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F63B,"Venous Thrombosis, Minor Complexity",1.0,0.0,1.0,8.0,0.135,1.0,0.1386,,,0.5233,0.1906,0.199,0.14,0.087,0.072,0.064,0.036,0.03,0.135,,,,,,,,,,,,,,,,,,,,,,,PC2296,0,,112031250.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F62B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F64A,"Skin Ulcers in Circulatory Disorders, Major Complexity",0.0,0.0,3.0,33.0,0.062,1.0,,0.0,0.9622,2.8865,0.2274,0.094,0.045,0.039,0.04,0.064,0.036,0.03,0.062,,,,,,,,,,,,,,,,,,,,,,,PC2297,0,,112031251.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F62C,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F64B,"Skin Ulcers in Circulatory Disorders, Intermediate Complexity",1.0,0.0,1.0,18.0,0.061,1.0,0.174,,,1.4462,0.1955,0.068,0.045,0.039,0.04,0.064,0.036,0.03,0.061,,,,,,,,,,,,,,,,,,,,,,,PC2298,0,,112031252.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F63A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F64C,"Skin Ulcers in Circulatory Disorders, Minor Complexity",1.0,0.0,1.0,13.0,0.064,1.0,0.1574,,,0.8483,0.1434,0.085,0.045,0.039,0.023,0.064,0.036,0.03,0.064,,,,,,,,,,,,,,,,,,,,,,,PC2299,0,,112031253.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F63B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F65A,"Peripheral Vascular Disorders, Major Complexity",0.0,0.0,2.0,20.0,0.091,1.07,,0.099,0.9569,2.0127,0.2273,0.15,0.054,0.043,0.035,0.069,0.036,0.03,0.091,,,,,,,,,,,,,,,,,,,,,,,PC2300,0,,112031254.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F64A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F65B,"Peripheral Vascular Disorders, Minor Complexity",1.0,0.0,1.0,9.0,0.141,2.0,0.3061,,,0.8536,0.1897,0.206,0.124,0.052,0.031,0.236,0.036,0.03,0.141,,,,,,,,,,,,,,,,,,,,,,,PC2302,0,,112031550.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F64B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F66A,"Coronary Atherosclerosis, Major Complexity",0.0,0.0,1.0,12.0,0.082,1.0,,,,1.2119,0.2771,0.136,0.145,0.04,0.069,0.044,0.036,0.03,0.082,,,,,,,,,,,,,,,,,,,,,,,PC2303,0,,112031551.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F64C,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F66B,"Coronary Atherosclerosis, Minor Complexity",0.0,0.0,1.0,4.0,0.154,1.0,,,,0.3085,0.2286,0.232,0.227,0.078,0.069,0.046,0.036,0.03,0.154,,,,,,,,,,,,,,,,,,,,,,,PC2304,0,,112031552.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F65A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F67A,"Hypertension, Major Complexity",1.0,0.0,1.0,13.0,0.087,1.81,0.1569,,,1.1705,0.2358,0.13,0.067,0.052,0.072,0.064,0.036,0.03,0.087,,,,,,,,,,,,,,,,,,,,,,,PC2305,0,,113011256.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F65B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F67B,"Hypertension, Minor Complexity",0.0,0.0,1.0,4.0,0.137,1.61,,,,0.2482,0.1818,0.207,0.097,0.064,0.072,0.064,0.036,0.03,0.137,,,,,,,,,,,,,,,,,,,,,,,PC2306,0,,113011257.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F66A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F68Z,Congenital Heart Disease,0.0,0.0,1.0,5.0,0.089,1.77,,,,0.5236,0.222,0.146,0.077,0.057,0.072,0.064,0.036,0.03,0.089,,,,,,,,,,,,,,,,,,,,,,,PC2307,0,,113011258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F66B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F69A,"Valvular Disorders, Major Complexity",1.0,0.0,1.0,16.0,0.107,2.0,0.3124,,,1.4936,0.2462,0.138,0.104,0.055,0.089,0.064,0.036,0.03,0.107,,,,,,,,,,,,,,,,,,,,,,,PC2308,0,,113011259.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F67A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F69B,"Valvular Disorders, Minor Complexity",0.0,0.0,1.0,3.0,0.145,1.77,,,,0.1767,0.133,0.211,0.069,0.062,0.098,0.064,0.036,0.03,0.145,,,,,,,,,,,,,,,,,,,,,,,PC2311,1,,113021260.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F67B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F72A,"Unstable Angina, Major Complexity",0.0,0.0,1.0,11.0,0.091,1.0,,,,1.0815,0.2603,0.192,0.086,0.066,0.066,0.064,0.036,0.03,0.091,,,,,,,,,,,,,,,,,,,,,,,PC2312,1,,113021261.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F68Z,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F72B,"Unstable Angina, Minor Complexity",0.0,0.0,1.0,5.0,0.122,1.0,,,,0.4099,0.2803,0.171,0.112,0.07,0.09,0.064,0.036,0.03,0.122,,,,,,,,,,,,,,,,,,,,,,,PC2315,1,,113021262.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F69A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F73A,"Syncope and Collapse, Major Complexity",0.0,0.0,1.0,15.0,0.086,1.0,,,,1.2715,0.2361,0.132,0.056,0.044,0.055,0.045,0.045,0.03,0.086,,,,,,,,,,,,,,,,,,,,,,,PC2316,1,,113031263.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F69B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F73B,"Syncope and Collapse, Minor Complexity",0.0,0.0,1.0,5.0,0.161,0.94,,,,0.345,0.2473,0.224,0.149,0.085,0.138,0.085,0.071,0.03,0.161,,,,,,,,,,,,,,,,,,,,,,,PC2317,1,,113031264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F72A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F74A,"Chest Pain, Major Complexity",0.0,0.0,1.0,6.0,0.151,1.79,,,,0.4187,0.253,0.229,0.097,0.07,0.1,0.082,0.054,0.051,0.151,,,,,,,,,,,,,,,,,,,,,,,PC2318,1,,113031265.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F72B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F74B,"Chest Pain, Minor Complexity",0.0,0.0,1.0,3.0,0.232,1.45,,,,0.1386,0.1041,0.331,0.221,0.105,0.11,0.098,0.063,0.06,0.232,,,,,,,,,,,,,,,,,,,,,,,PC2319,1,,113031266.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F73A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F75A,"Other Circulatory Disorders, Major Complexity",0.0,0.0,2.0,19.0,0.089,1.86,,0.0,1.0346,2.0691,0.2248,0.127,0.087,0.05,0.062,0.044,0.036,0.03,0.089,,,,,,,,,,,,,,,,,,,,,,,PC2320,0,,113031267.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F73B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F75B,"Other Circulatory Disorders, Minor Complexity",1.0,0.0,1.0,8.0,0.132,2.0,0.2416,,,0.7384,0.2212,0.186,0.091,0.059,0.148,0.106,0.036,0.03,0.132,,,,,,,,,,,,,,,,,,,,,,,PC2321,0,,113031268.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F74A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F76A,"Arrhythmia, Cardiac Arrest and Conduction Disorders, Major Complexity",1.0,0.0,1.0,12.0,0.096,2.0,0.2339,,,1.202,0.2465,0.143,0.054,0.044,0.073,0.041,0.033,0.03,0.096,,,,,,,,,,,,,,,,,,,,,,,PC2322,0,,113031269.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F74B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F76B,"Arrhythmia, Cardiac Arrest and Conduction Disorders, Minor Complexity",0.0,0.0,1.0,4.0,0.137,2.0,,,,0.3367,0.253,0.191,0.092,0.057,0.146,0.079,0.039,0.03,0.137,,,,,,,,,,,,,,,,,,,,,,,PC2323,0,,113031270.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F75A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01A,"Rectal Resection, Major Complexity",0.0,0.0,7.0,66.0,0.091,1.0,,2.4453,1.2395,11.1215,0.3455,0.139,0.09,0.043,0.095,0.085,0.062,0.031,0.091,,,,,,,,,,,,,,,,,,,,,,,PC2324,0,,113031271.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F75B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01B,"Rectal Resection, Intermediate Complexity",0.0,0.0,4.0,36.0,0.12,1.0,,2.3764,1.1673,7.0455,0.2732,0.161,0.09,0.043,0.095,0.085,0.062,0.031,0.12,,,,,,,,,,,,,,,,,,,,,,,PC2325,0,,114011272.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F76A,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G01C,"Rectal Resection, Minor Complexity",0.0,0.0,2.0,22.0,0.114,1.0,,1.6387,1.6963,5.0314,0.2949,0.187,0.096,0.055,0.095,0.085,0.062,0.031,0.114,,,,,,,,,,,,,,,,,,,,,,,PC2326,0,,114011273.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F76B,M,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G02A,"Major Small and Large Bowel Interventions, Major Complexity",0.0,0.0,7.0,65.0,0.102,1.54,,1.9404,1.0893,9.5652,0.3041,0.136,0.108,0.052,0.074,0.076,0.062,0.031,0.102,,,,,,,,,,,,,,,,,,,,,,,PC2327,0,,114011274.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G01A,I,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
